0_Sample_Index	Sample_ID	Best_Tissue_ID	Fauna_ID	Shan_Fauna_Sample_Labeled_ID_20250218	Barcoding_Gene	Barcoding_Identity	Host_Taxonomy_NCBI	Coral_Microbiome	Sponge_Microbiome_Project_Shan	Sponge_Microbiome_Project	Hydrozoa_microbiome_project_Shan	Shan_comments_20250426	Mitochondrial_Contig_Blast	Mitochondrial_Contig_Blast_Identity	Sample_Short_Name	Segregation	Source	Source2	Scientific_Name_by_Morphology	Temporary_Name_by_Morphology	Mophospecies	Collect_Site	Collect_Depth	Longitude	Latitude	Collect_Date	Collect_Time	In_Situ	Note	Note2	Dissolved_O2_concentration
45	JL303_B21_1_1	JL303_B21_1_1	JL303_B21	JL303__B21	na	na	na	no	no	no	no	na	na	na	na	Host	Sponge	Sponge	Tretopleura	Tretopleura cf. weijica	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Uncinateridae;g__Tretopleura;s__	S08	1970.5	148.74248	23.868648	22/8/2024	10:38	no	sponge plus black coral	need assembly	to_be_added
46	JL303_B21_1_2	JL303_B21_1_2	JL303_B21	JL303__B21	na	na	na	no	no	no	no	na	na	na	na	Host	Sponge	Sponge	Tretopleura	Tretopleura cf. weijica	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Uncinateridae;g__Tretopleura;s__	S08	1970.5	148.74248	23.868648	22/8/2024	10:38	no	sponge plus black coral	need assembly	to_be_added
48	JL303_B21_4_1	JL303_B21_1_1	JL303_B21_1	JL303__B21-1	Mitochondrial contigs Blast	93.18	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Cladopathidae;g__Trissopathes;s__	no	no	no	no	These are black corals	Trissopathes cf. tetracrada NB-2020 voucher CE17-231	88	black coral	Host	Coral	Coral	Antipathidae	aff. Antipathes sp. 2	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__Antipathidae;g__aff. Antipathes;s__	S08	1970.5	148.74248	23.868648	22/8/2024	10:38	no	sponge plus black coral	barcode differs mophospecies (family level) 	to_be_added
49	JL303_B21_4_2	JL303_B21_1_2	JL303_B21_1	JL303__B21-1	Mitochondrial contigs Blast	88	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Cladopathidae;g__Trissopathes;s__	no	no	no	no	These are black corals	Trissopathes cf. tetracrada NB-2020 voucher CE17-231	88	black coral	Host	Coral	Coral	Antipathidae	aff. Antipathes sp. 2	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__Antipathidae;g__aff. Antipathes;s__	S08	1970.5	148.74248	23.868648	22/8/2024	10:38	no	sponge plus black coral	barcode differs mophospecies (family level) 	to_be_added
50	JL303_B21_4_3	JL303_B21_1_3	JL303_B21_1	JL303__B21-1	Mitochondrial contigs Blast	93.18	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Cladopathidae;g__Trissopathes;s__	no	no	no	no	These are black corals	Trissopathes cf. tetracrada NB-2020 voucher CE17-231	88	black coral	Host	Coral	Coral	Antipathidae	aff. Antipathes sp. 2	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__Antipathidae;g__aff. Antipathes;s__	S08	1970.5	148.74248	23.868648	22/8/2024	10:38	no	sponge plus black coral	barcode differs mophospecies (family level) 	to_be_added
51	JL303_B25_4	JL303_B25_4	JL303_B25	JL303__B25	na	na	na	no	no	no	no	na	na	na	na	Host surface cell only	Sponge	Sponge	Porifera	na	p__Porifera;c__;o__;f__;g__;s__	S06	2022.4	148.741569	23.868079	22/8/2024	09:44	no	huge phallic dead sponge	need assembly	to_be_added
na	JL303_B25_leaf	JL303_B25_leaf	JL303_B25	JL303__B25	na	na	na	no	no	no	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
64	JL303_B26_1	JL303_B26_1	JL303_B26_1	JL303__B26-1	28S	100	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Asterozoa;c__Ophiuroidea;sc__Ophiuridea;o__Euryalida;f__Asteroschematidae;g__Asteroschema;s__	no	no	no	no	na	na	na	na	Host's attachment (arm part)	Ophiuroid	Ophiuroid	Euryalidae	na	p__Echinodermata;c__Ophiuroidea;o__Euryalida;f__Euryalidae;g__;s__	S12	1428.5	148.749837	23.858999	22/8/2024	13:22	no	very small coral plus ophiuroid	na	to_be_added
65	JL303_B26_2	JL303_B26_2	JL303_B26	JL303__B26	meta_28S	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Malacalcyonacea;f__Plexauridae;g__Paramuricea;s__Paramuricea sp. JL303_B26_2	yes	no	no	no	na	na	na	na	Host	Coral	Coral	Plexauridae	na	p__Cnidaria;c__Octocorallia;o__Malacalcyonacea;f__Plexauridae;g__;s__	S12	1428.5	148.749837	23.858999	22/8/2024	13:22	no	very small coral plus ophiuroid	barcode equals to mophospecies	to_be_added
53	JL303_B27	JL303_B27	JL303_B27	JL303__B27	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Coralliidae;g__Hemicorallium;s__	yes	no	no	no	na	na	na	na	Host	Coral	Coral	Coralliidae	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Coralliidae;g__;s__	S08	1970.5	148.74248	23.868648	22/8/2024	10:38	yes	red coral	no barcod yet	to_be_added
52	JL303_B29_2	JL303_B29_2	JL303_B29	JL303__B29	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__Bathypathes;s__	yes	no	no	no	na	na	na	na	Host	Coral	Coral	na	na	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__;g__;s__	S12	1428.5	148.749837	23.858999	22/8/2024	13:22	yes	"RNAlater black coral, the same indivisual with B16 "	no barcod yet	to_be_added
67	JL304_B03	JL304_B03	JL304_B03	JL304__B03	Mophospecies	93.9	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Coralliidae;g__;s__	no	no	no	no	na	na	na	coral	Host	Coral	Coral	Coralliidae	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Coralliidae;g__;s__	S33	2299	148.573991	23.49856	23/8/2024	14:23	no	red coral	barcode equals to mophospecies after correction	to_be_added
75	JL304_B04	JL304_B04	JL304_B04	JL304__B04	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__Bathypathes;s__	yes	no	no	no	na	Bathypathes sp. 2 YY-2024	99.21	black coral	Host	Coral	Coral	Bathypathes	Bathypathes sp. 3	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__Bathypathes;s__	S06	3101	148.576579	23.524038	23/8/2024	09:27	no	Black coral on black rock	barcode equals to mophospecies	to_be_added
76	JL304_B12_2	JL304_B12_2	JL304_B12_6	JL304__B12-6	28S	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Actiniaria;f__;g__;s__	no	no	no	yes	"I added this to ""Hydrozoa_microbiome_project"""	na	na	na	Host's attachment (whole part)	Hydrozoa	Hydrozoa	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S31	2307	148.574365	23.498891	23/8/2024	14:05	no	Walteria sponge	na	to_be_added
68	JL304_B13_e	JL304_B13_e	JL304_B13	JL304__B13	28S	99	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Cladopathidae;g__;s__	yes	no	no	no	na	Trissopathes cf. tetracrada	99.72	black coral	Host	Coral	Coral	Trissopathes	Trissopathes sp. 1	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__Cladopathidae;g__Trissopathes;s__	S09	3081	148.577474	23.523529	23/8/2024	09:49	no	Black coral	barcode equals to mophospecies	to_be_added
69	JL304_B15	JL304_B15	JL304_B15	JL304__B15	28S	99.77	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;o__;f__Relicanthidae;g__Relicanthus;s__	no	no	no	no	na	na	na	na	Host's attachment (arm part)	Seastar	Seastar	Freyellaster	Freyellaster sp. 1	p__Echinodermata;c__Asteroidea;o__Brisingida;f__Brisingidae;g__Freyellaster;s__	S26	2417	148.575098	23.504773	23/8/2024	13:04	no	Brisingida starfish	na	to_be_added
79	JL304_B35_3	JL304_B35_3	JL304_B35	JL304__B35	meta_COI	99.84	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__Hexasterophora;o__Sceptrulophora;f__Euretidae;g__Chonelasma;s__	no	no	no	no	na	na	na	sponge	Host's attachment (sediment on root)	Sponge	Sponge_plus_Sediment	Tretopleura	Tretopleura sp. 2	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Uncinateridae;g__Tretopleura;s__	S28	2404	148.574821	23.504336	23/8/2024	13:16	yes	"Tretopleura sponge, in RNAlater"	na	to_be_added
80	JL304_B36	JL304_B36	JL304_B07	JL304__B07	Mitochondrial contigs Blast	97.73	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__Narella;s__Narella sp. JL304_B36	yes	no	no	no	na	Callogorgia gracilis	97.73	coral	Host	Coral	Coral	Primnoidae	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__;s__	S10	3065	148.577653	23.523271	23/8/2024	09:55	no	Primnoidae coral	barcode differs mophospecies (order/family level)	to_be_added
86	JL305_B02_1E	JL305_B02_1E	JL305_B02_1	JL305__B02-1	tree_placement	na	d__Eukaryota;k__Metazoa;p__Porifera;c__Demospongiae;sc__Heteroscleromorpha;o__Poecilosclerida;f__Cladorhizidae;g__Lycopodina;s__	no	yes	no	no	no amplicon data	no good blast	na	sponge	Host	Sponge	Sponge	Nullarbora	Nullarbora sp. 1	p__Porifera;c__Demospongiae;o__Poecilosclerida;f__Cladorhizidae;g__Nullarbora;s__	S05	1690	151.140739	20.481978	25/8/2024	09:11	no	sponge on giant stick	na	to_be_added
95	JL305_B02_4A	JL305_B02_4A	JL305_B02_4	JL305__B02-4	na	na	na	no	no	no	yes	"I added this to ""Hydrozoa_microbiome_project"""	na	na	na	Host's attachment (whole part)	Hydrozoa	Hydrozoa	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S05	1690	151.140739	20.481978	25/8/2024	09:11	no	sponge on giant stick	na	to_be_added
96	JL305_B02_4B	JL305_B02_4B	JL305_B02_4	JL305__B02-4	na	na	na	no	no	no	yes	"I added this to ""Hydrozoa_microbiome_project"""	na	na	na	Host's attachment (whole part)	Hydrozoa	Hydrozoa	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S05	1690	151.140739	20.481978	25/8/2024	09:11	no	sponge on giant stick	na	to_be_added
97	JL305_B02_4C	JL305_B02_4C	JL305_B02_4	JL305__B02-4	na	na	na	no	no	no	yes	"I added this to ""Hydrozoa_microbiome_project"""	na	na	na	Host's attachment (whole part)	Hydrozoa	Hydrozoa	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S05	1690	151.140739	20.481978	25/8/2024	09:11	no	sponge on giant stick	na	to_be_added
98	JL305_B03_2	JL305_B03_2	JL305_B03	JL305__B03	meta_COI	99.85	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Iridogorgia;s__	no	no	no	no	na	na	na	na	Host	Coral	Coral	Iridogorgia	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Iridogorgia;s__	S15	1630	151.141976	20.480992	25/8/2024	10:52	no	"twisted coral, probably with B06"	no barcod yet	to_be_added
na	JL305_B07_2	JL305_B07_2	JL305_B07	JL305__B07	na	na	na	no	no	no	yes	"I added this to ""Hydrozoa_microbiome_project"""	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
99	JL305_B08_3	JL305_B08_3	JL305_B08	JL305__B08	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__Parantipathes;s__	yes	no	no	no	na	Parantipathes sp. USNM 1404491 isolate E24309 voucher USNM:1404491	99.93	black coral	Host	Coral	Coral	cf. Sibopathes	cf. Sibopathes sp. 2	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__Cladopathidae;g__cf. Sibopathes;s__	S10	1671	151.141113	20.481698	25/8/2024	09:57	no	black coral black box	barcode differs mophospecies (family level)	to_be_added
100	JL305_B10	JL305_B10	JL305_B10	JL305__B10	28S	99.29	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__Bathypathes;s__	yes	no	no	no	na	Bathypathes sp. 2 YY-2024	99.66	black coral	Host	Coral	Coral	Bathypathes	Bathypathes sp. 5	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__Bathypathes;s__	S07	1678	151.140934	20.481838	25/8/2024	09:28	no	black coral feather-like white box	barcode equals to mophospecies	to_be_added
101	JL305_B13	JL305_B13	JL305_B13	JL305__B13	28S	99.03	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Cladopathidae;g__;s__	yes	no	no	no	na	na	na	black coral	Host	Coral	Coral	Trissopathes	Trissopathes sp. 2	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__Cladopathidae;g__Trissopathes;s__	S19	1550	151.152148	20.474278	25/8/2024	13:02	no	black coral white box	barcode equals to mophospecies	to_be_added
103	JL305_B17_2	JL305_B17_2	JL305_B17_1	JL305__B17-1	na	na	na	no	no	no	no	"This is hydrozoa, but we have JL305_B17 which is sponge + hydrozoa, so do deduction can get sponge microbiome? Weizhi: I prefer to remove this sample from both sponge and hydrozoa projects"	na	na	na	Host's attachment (whole part)	Hydrozoa	Hydrozoa	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S17	1638	151.143945	20.497098	25/8/2024	11:20	yes	"sponge walteria, same individual as B07"	na	to_be_added
106	JL305_B19_2	JL305_B19_2	JL305_B19	JL305__B19	meta_COI	99.84	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__Hexasterophora;o__Sceptrulophora;f__Euretidae;g__Chonelasma;s__Chonelasma tyloscopulatum	no	no	no	no	na	na	na	na	Host's attachment (sediment on root)	Sponge	Sponge_plus_Sediment	Pheronema	Pheronema sp. 1	p__Porifera;c__Hexactinellida;o__Amphidiscosida;f__Pheronematidae;g__Pheronema;s__	S08	1674	151.141064	20.482734	25/8/2024	09:40	yes	Caulofacus sponge in RNA later (not Bolosoma)	barcode differs mophospecies (order level)	to_be_added
107	JL305_B19_3	JL305_B19_3	JL305_B19_3	JL305__B19-3	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (mouth part)	Ophiuroid	Ophiuroid	na	na	p__Echinodermata;c__;o__;f__;g__;s__	S08	1674	151.141064	20.482734	25/8/2024	09:40	yes	Caulofacus sponge in RNA later (not Bolosoma)	na	to_be_added
108	JL305_B29	JL305_B29	JL305_B29	JL305__B29	meta_28S	98.83	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__Parantipathes;s__	no	no	no	no	na	na	na	coral	Host	Coral	Coral	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S24	1432	151.159587	20.471777	25/8/2024	14:42	no	hydrocoral fan huge brown	no barcod yet	to_be_added
111	JL306_B04	JL306_B04	JL306_B04	JL306__B04	Mophospecies	na	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Coralliidae;g__Anthomastus;s__	yes	no	no	no	na	na	na	na	Host	Coral	Coral	Anthomastus	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Coralliidae;g__Anthomastus;s__	S01	2022	151.246468	20.487659	26/8/2024	22:32	no	red soft coral on black rock	no barcod yet	to_be_added
118	JL306_B19	JL306_B19	JL306_B19	JL306__B19	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Coralliidae;g__Paragorgia;s__	no	no	no	no	na	na	na	na	Host	Coral	Coral	Coralliidae	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Coralliidae;g__;s__	S07	1960	151.243799	20.488047	26/8/2024	23:36	no	"octocoral (plus ophiuroids, multiple individuals)"	barcode equals to mophospecies	to_be_added
na	JL307_B05_25	JL307_B05_25	JL307_B05	JL307__B05	na	na	na	no	no	no	no	repetitive: B05-LN____BUP_ 27.8.24 M	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
122	JL307_B05_3	JL307_B05_3	JL307_B05	JL307__B05	28S	na	no_hit	no	no	no	no	"repetitive: B05-RNA __ ___ 27.8.24 M, JL307_B05_3(__,mix 2 species"	na	na	na	Host	Sponge	Sponge	Tretopleura	na	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Uncinateridae;g__Tretopleura;s__	S10-1	1515	151.179329	20.419273	27/8/2024	11:27	no	"Tretopleura sponge, 2 individuals"	need assembly	to_be_added
123	JL307_B07	JL307_B07	JL307_B07	JL307__B07	28S	99.03	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Cladopathidae;g__;s__	yes	no	no	no	na	Trissopathes cf. tetracrada NB-2020 voucher CE17-231	99.62	black coral	Host	Coral	Coral	Trissopathes	Trissopathes sp. 4	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__Cladopathidae;g__Trissopathes;s__	S05-3	1743	151.179069	20.419299	27/8/2024	09:57	no	black coral sapin	barcode equals to mophospecies	to_be_added
124	JL307_B08_1	JL307_B08_1	JL307_B08_1	JL307__B08-1	28S	99.53	d__Eukaryota;k__Metazoa;p__Echinodermata;c__Crinoidea;sc__Articulata;o__Comatulida;f__Antedonidae;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (whole part)	Crinoid	Crinoid	na	na	p__Echinodermata;c__;o__;f__;g__;s__	S10-2	1515	151.179329	20.419271	27/8/2024	11:30	no	Farrea	na	to_be_added
125	JL307_B08_2	JL307_B08_2	JL307_B08_1	JL307__B08-1	28S	99.53	d__Eukaryota;k__Metazoa;p__Echinodermata;c__Crinoidea;sc__Articulata;o__Comatulida;f__Antedonidae;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (whole part)	Crinoid	Crinoid	na	na	p__Echinodermata;c__;o__;f__;g__;s__	S10-2	1515	151.179329	20.419271	27/8/2024	11:30	no	Farrea	na	to_be_added
126	JL307_B09_1	JL307_B09_1	JL307_B09	JL307__B09	28S	93.78	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__Paracalyptrophora;s__	no	no	no	no	na	Abyssoprimnoa gemina voucher IOM 2014_28	97.67	coral	Host	Coral	Coral	Primnoidae	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__;s__	S11-2	1461	151.180339	20.429401	27/8/2024	12:15	no	coral Prinnoidae with big crinoid	barcode equals to mophospecies	to_be_added
127	JL307_B09_3	JL307_B09_3	JL307_B09	JL307__B09	28S	93.78	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__;s__	yes	no	no	no	na	Abyssoprimnoa gemina voucher IOM 2014_28	97.67	coral	Host	Coral	Coral	Primnoidae	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__;s__	S11-2	1461	151.180339	20.429401	27/8/2024	12:15	no	coral Prinnoidae with big crinoid	barcode equals to mophospecies	to_be_added
128	JL307_B11	JL307_B11	JL307_B11	JL307__B11	Mitochondrial contigs Blast	99.93	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__Parantipathes;s__	yes	no	no	no	na	Parantipathes sp. USNM 1404491 isolate E24309 voucher USNM:1404491	99.93	black coral	Host	Coral	Coral	cf. Sibopathes	cf. Sibopathes sp. 3	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__Cladopathidae;g__cf. Sibopathes;s__	S09	1620	151.179753	20.423558	27/8/2024	11:03	no	black coral sapin dense bush from white box	barcode differs mophospecies (family level)	to_be_added
130	JL307_B20_2	JL307_B20_2	JL307_B20	JL307__B20	28S	95.6	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__Narella;s__	yes	no	no	no	na	Candidella imbricata	99.49	coral	Host	Coral	Coral	Primnoidae	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__;s__	S03-2	1716	151.176628	20.415761	27/8/2024	09:06	no	coral salmon color Primnoidae	barcode equals to mophospecies	to_be_added
na	JL307_B20_20	JL307_B20_20	JL307_B20	JL307__B20	na	na	na	no	no	no	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
131	JL307_B21_1	JL307_B21_1	JL307_B21	JL307__B21	28S	96.78	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Malacalcyonacea;f__;g__;s__	no	no	no	no	na	Victorgorgia sp. voucher NCPOR/HYD-CIOR/0077	94.78	coral	Host	Coral	Coral	Plexauridae	na	p__Cnidaria;c__Octocorallia;o__Malacalcyonacea;f__Plexauridae;g__;s__	S07-4	1672	151.180241	20.422369	27/8/2024	10:44	no	yellow octocoral (plus ophiuroid)	barcode equals to mophospecies	to_be_added
132	JL307_B23	JL307_B23	JL307_B23	JL307__B23	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (sediment on root)	Dead_sponge	Dead_sponge_plus_Sediment	na	na	p__Porifera;c__;o__;f__;g__;s__	S02-1	1716	151.17666	20.415751	27/8/2024	08:53	no	root of sponge	need assembly	to_be_added
137	JL308_B07_1	JL308_B07_1	JL308_B07	JL308__B07	tree_placement	na	d__Eukaryota;k__Metazoa;p__Porifera;c__Demospongiae;sc__Heteroscleromorpha;o__Poecilosclerida;f__Cladorhizidae;g__;s__	no	no	no	no	na	no good blast	na	sponge	Host's attachment (sediment on root)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__Demospongiae;o__Poecilosclerida;f__Cladorhizidae;g__;s__	S05	4704	152.721875	18.989681	28/8/2024	10:54	no	"carnivorous sponge sp1 whole, with tubeworm"	need assembly	to_be_added
140	JL308_B08_5	JL308_B08_5	JL308_B08_1	JL308__B08-1	na	na	na	no	no	no	no	na	na	na	na	Wrong fixation - Host's attachment (whole part)	Anemone	Anemone	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S06	4698	152.722526	18.989836	28/8/2024	11:15	no	"carnivorous sponge sp1, with tubeworm"	na	to_be_added
149	JL309_B02	JL309_B02	JL309_B02	JL309__B02	Mitochondrial contigs Blast	83.48	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__Hexasterophora;o__Lyssacinosida;f__Euplectellidae;g__;s__	no	no	no	no	"I added this to ""Sponge_Microbiome_Project"", ignored as it is marked as Sponge_plus_Sediment"	Bolosoma cyanae	83.48	sponge	Host contaminated (with sediment)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__;o__;f__;g__;s__	S22	5563	153.683838	19.092784	30/8/2024	04:16	no	sponge tulip-like	na	to_be_added
150	JL309_B03_1	JL309_B03_1	JL309_B03_1	JL309__B03-1	28S	96.77	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Actiniaria;so__Nynantheae;f__;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (whole part)	Anemone	Anemone	Actiniaria	na	p__Cnidaria;c__Hexacorallia;o__Actiniaria;f__;g__;s__	S21	5563	153.683805	19.092771	30/8/2024	04:05	no	carnivorous sponge plus anemone	na	to_be_added
151	JL309_B03_2	JL309_B03_2	JL309_B03	JL309__B03	meta_COI	98.57	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Actiniaria;so__Nynantheae;f__;g__;s__	no	no	no	no	na	na	na	na	Host	Sponge	Sponge	na	na	p__Porifera;c__Demospongiae;o__Poecilosclerida;f__Cladorhizidae;g__;s__	S21	5563	153.683805	19.092771	30/8/2024	04:05	no	carnivorous sponge plus anemone	barcode differs mophospecies (phylum level)	to_be_added
160	JL310_B02_3	JL310_B02_3	JL310_B02	JL310__B02	na	na	na	no	no	no	no	"I added this to ""Sponge_Microbiome_Project"", ignored as it is marked as Sponge_plus_Sediment"	no good blast	na	sponge	Host contaminated (with sediment)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__;o__;f__;g__;s__	S01	5563	153.677604	19.092249	1/9/2024	10:17	no	na	need assembly	to_be_added
161	JL310_B02_5	JL310_B02_5	JL310_B02	JL310__B02	na	na	na	no	no	no	no	na	no good blast	na	sponge	Host contaminated (with sediment)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__;o__;f__;g__;s__	S01	5563	153.677604	19.092249	1/9/2024	10:17	no	na	need assembly	to_be_added
177	JL311_B01_2	JL311_B01_2	JL311_B01	JL311__B01	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__Bathypathes;s__	yes	no	no	no	na	na	na	black coral	Host	Coral	Coral	na	na	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__;g__;s__	S17	1252	154.273926	16.999134	3/9/2024	14:01	no	black coral feather-like	no barcod yet	to_be_added
180	JL311_B09_4	JL311_B09_4	JL311_B09	JL311__B09	28S	99.74	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__;g__;s__	no	yes	no	no	"I added this to ""Sponge_Microbiome_Project"""	na	na	na	Host contaminated (with polyps)	Sponge	Sponge_plus_Polyps	na	na	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Farreidae;g__;s__	S21	1107	154.768717	16.999814	3/9/2024	14:38	no	"Fereidae sponge no2 with polyps and root from black box, could be S21  or S22"	barcode differs mophospecies (phylum level)	to_be_added
181.2	JL311_B11_2	JL311_B11_2	JL311_B11	JL311__B11	28S	85.38	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__;s__	no	no	no	no	na	no good blast	na	coral	Host	Coral	Coral	Antipatharia	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Chrysogorgia;s__	S01	1176	154.309863	16.994598	3/9/2024	08:03	no	golden coral	barcode equals to mophospecies	to_be_added
